greek,southern_us,filipino,indian,jamaican,spanish,italian,mexican,chinese,british,thai,vietnamese,cajun_creole,brazilian,french,japanese,irish,korean,moroccan,russian,general,cuisine
2,5,3,6,2,0,6,7,3,1,2,2,2,1,3,3,0,1,3,0,6,indian
0,2,2,3,3,1,1,3,2,0,4,3,2,4,0,3,0,0,1,0,16,brazilian
0,6,1,8,0,1,4,6,3,0,5,4,2,1,3,3,1,1,3,0,14,moroccan
0,2,0,1,0,0,5,3,0,1,0,0,1,0,1,0,1,0,0,1,6,italian
1,5,0,1,0,2,9,3,0,5,0,0,2,0,10,0,1,0,0,2,8,french
3,4,0,2,2,3,9,16,0,1,2,1,3,3,3,2,1,0,2,1,16,mexican
0,3,4,7,1,1,1,4,7,1,10,7,0,1,1,2,0,2,0,0,8,thai
2,4,0,1,0,2,10,2,2,0,1,0,2,1,2,0,0,0,0,1,18,italian
3,9,3,19,4,4,3,13,6,0,9,7,1,4,2,8,0,1,7,0,14,indian
1,4,3,19,3,3,5,6,3,0,6,3,2,4,1,5,0,2,3,0,8,indian
0,1,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,8,italian
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,brazilian
3,6,0,19,4,3,3,8,3,0,7,4,4,3,2,7,0,0,6,0,16,indian
0,0,1,1,0,0,0,0,6,0,1,1,0,0,0,1,0,1,0,0,14,chinese
2,6,2,0,0,3,3,3,1,1,0,1,1,2,3,1,2,0,1,1,4,southern_us
1,0,1,5,0,1,2,1,2,0,5,1,0,0,1,2,0,0,2,0,10,indian
0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,12,irish
3,5,0,6,0,5,5,6,3,1,2,0,6,0,3,1,0,0,2,0,12,spanish
0,3,0,0,1,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,12,cajun_creole
1,5,2,1,1,1,1,2,1,2,0,0,1,2,3,1,1,0,0,1,12,southern_us
3,5,0,3,0,3,11,3,3,1,1,0,3,0,4,0,0,0,2,0,4,italian
1,0,1,2,0,0,1,3,4,2,2,3,0,0,0,2,0,4,1,0,14,korean
2,11,2,3,2,4,7,6,3,2,1,2,2,2,7,1,3,0,2,2,6,spanish
4,8,1,2,5,3,8,10,5,5,1,1,7,1,8,3,5,0,0,1,16,british
2,3,2,2,2,1,4,5,1,1,1,1,2,0,4,1,0,0,1,0,6,french
1,0,0,3,0,1,0,4,1,0,1,1,0,1,0,1,0,0,1,0,8,mexican
0,1,0,1,0,1,1,3,2,0,5,3,0,1,2,1,0,0,1,0,10,vietnamese
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,southern_us
1,6,0,1,1,0,4,2,0,3,0,0,2,0,3,0,1,0,0,1,8,southern_us
1,9,2,3,2,1,4,7,3,0,3,2,12,1,1,2,0,2,1,0,22,cajun_creole
0,2,1,13,2,0,1,12,5,0,4,3,3,1,0,4,0,2,2,0,8,mexican
2,2,0,1,1,2,10,2,1,0,1,1,2,2,1,1,0,1,2,1,6,italian
0,6,2,0,0,1,5,2,0,1,0,1,1,1,1,0,4,0,0,0,4,irish
2,5,5,11,2,3,6,9,10,1,6,4,5,0,2,6,2,6,1,0,16,indian
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,british
1,1,0,2,0,1,3,3,1,2,1,0,2,0,2,1,1,1,0,4,8,russian
3,5,0,7,2,3,4,6,5,1,5,3,2,2,3,3,0,1,4,1,4,indian
1,2,0,4,0,0,2,2,1,0,1,0,1,3,1,0,0,0,0,0,6,brazilian
1,7,1,1,1,1,1,5,1,0,1,1,1,0,1,1,0,1,1,0,6,southern_us
0,1,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,0,0,0,4,italian
4,5,0,8,3,4,5,5,3,2,5,2,3,2,3,2,0,1,6,0,14,moroccan
0,3,0,0,5,2,2,2,0,0,0,0,2,0,3,0,1,0,0,1,6,jamaican
0,6,0,1,1,1,3,3,0,2,0,0,2,0,3,0,2,0,0,2,16,southern_us
2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,greek
2,8,1,8,3,5,9,9,6,1,8,4,2,2,6,4,0,0,5,0,10,indian
0,3,1,4,2,2,2,7,4,0,8,6,2,4,1,3,0,1,1,0,0,thai
1,7,0,3,2,4,7,15,3,1,4,3,3,4,4,2,1,1,3,0,6,mexican
1,6,0,0,2,1,11,2,2,2,0,0,2,0,10,0,0,0,0,0,14,french
1,2,3,3,1,1,2,3,7,0,6,11,2,2,1,2,0,1,2,0,4,vietnamese
2,4,0,3,1,6,10,4,3,1,1,0,4,1,6,1,2,0,3,1,4,spanish
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,southern_us
1,8,7,6,3,1,2,10,14,0,16,11,1,3,1,7,0,3,3,0,12,chinese
1,1,0,1,0,1,6,6,0,0,1,1,1,0,4,0,0,0,0,0,18,italian
1,11,0,3,0,1,4,5,0,2,0,0,3,0,2,0,1,0,0,1,14,southern_us
1,1,0,5,0,0,3,3,0,1,0,0,1,0,1,0,3,0,0,1,4,irish
3,7,1,20,3,5,8,20,6,0,8,4,4,4,5,7,1,3,8,0,8,indian
0,2,0,0,0,1,6,0,0,0,0,0,1,0,3,0,0,0,0,1,6,french
0,8,0,1,4,1,4,4,3,0,1,1,0,1,1,1,0,0,1,0,2,jamaican
0,4,1,4,3,2,1,12,3,0,3,3,0,4,1,3,0,0,1,0,2,mexican
1,4,3,4,2,3,5,6,20,1,11,9,3,1,2,8,1,6,2,0,14,chinese
1,6,0,1,2,0,6,3,2,5,1,1,1,0,6,2,2,1,2,1,12,british
2,4,0,3,1,2,3,10,0,0,2,1,3,2,2,1,0,0,2,0,12,mexican
1,7,1,6,3,2,5,15,3,0,4,3,5,3,1,2,0,1,3,0,16,mexican
2,2,0,1,0,0,4,12,1,1,0,1,1,0,2,0,1,1,0,1,2,mexican
2,3,1,1,0,1,12,7,1,1,0,0,2,0,0,0,0,0,0,0,2,italian
0,5,1,1,1,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,2,southern_us
0,1,1,10,2,1,2,2,3,0,3,2,1,0,1,3,0,2,4,0,16,indian
1,3,0,0,0,0,3,2,1,0,0,0,7,0,1,1,1,0,0,1,14,cajun_creole
0,2,2,2,0,0,1,3,12,0,5,4,1,0,0,2,0,4,0,0,6,chinese
2,14,0,4,1,2,6,6,2,8,0,0,6,0,8,1,4,0,1,5,8,british
0,2,0,9,1,1,0,3,3,0,1,1,0,1,0,1,0,0,1,0,6,indian
1,2,1,3,3,2,5,6,3,1,2,1,1,0,1,2,0,0,1,0,14,spanish
1,3,2,2,1,3,5,4,4,0,10,4,2,1,4,3,0,2,0,0,6,thai
0,1,0,1,0,1,1,8,1,0,1,1,0,1,0,1,0,0,1,0,4,mexican
3,4,0,5,1,1,3,19,1,1,1,1,5,1,2,1,1,1,1,1,6,mexican
2,7,2,4,4,3,6,16,5,1,6,4,3,3,2,4,1,1,1,0,8,mexican
2,4,1,2,1,1,4,7,1,0,2,1,3,0,2,2,0,0,2,0,12,mexican
5,4,0,3,0,4,7,5,2,1,1,1,5,3,3,1,1,0,2,1,10,greek
1,3,0,2,0,1,18,4,4,0,3,2,1,0,6,2,0,2,1,0,10,italian
3,4,3,2,2,2,6,5,11,1,6,5,3,0,4,3,1,4,3,0,6,chinese
0,3,1,2,0,0,1,0,11,0,3,6,1,0,1,2,0,1,0,0,2,chinese
5,4,2,10,5,5,7,6,2,2,4,2,3,1,6,3,2,0,7,2,18,moroccan
1,7,1,3,2,1,6,3,3,2,2,2,4,0,5,1,4,0,1,0,8,french
0,3,1,0,0,2,1,3,0,0,1,2,0,2,0,1,0,0,0,0,4,filipino
7,6,0,4,0,5,17,6,2,2,2,1,5,1,10,0,1,0,3,2,8,italian
0,2,0,0,1,1,0,1,6,0,5,1,1,0,0,0,0,1,0,0,8,thai
0,0,0,0,0,0,12,1,0,0,1,1,0,0,1,0,0,0,0,0,2,italian
1,6,2,1,1,1,4,8,8,1,2,2,6,0,3,5,2,2,0,0,12,japanese
1,4,0,14,2,3,5,9,3,1,6,5,1,2,2,5,1,1,6,0,14,indian
0,1,0,0,0,0,5,1,0,0,0,0,0,0,4,0,0,0,0,0,6,italian
0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,8,chinese
1,10,0,3,0,1,6,6,0,1,0,0,10,0,2,0,1,0,3,1,12,southern_us
0,6,1,0,0,1,2,2,0,0,0,1,0,3,0,0,0,0,0,0,2,vietnamese
0,11,0,2,0,1,4,6,5,2,4,3,2,1,2,2,2,1,0,3,18,southern_us
1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,mexican
0,7,0,1,2,7,7,8,4,1,2,2,3,2,3,2,1,1,3,0,6,spanish
0,5,0,1,0,1,11,1,1,6,0,0,1,0,7,0,0,0,1,0,4,british
2,3,0,0,1,2,7,0,1,0,0,0,1,0,4,0,0,0,0,0,8,italian
0,1,1,2,1,1,1,2,4,0,8,4,0,2,1,1,0,0,1,0,4,thai
3,3,0,1,0,0,1,4,0,1,0,0,1,0,1,0,1,0,0,1,0,mexican
0,2,0,1,1,1,1,4,1,0,2,2,0,2,0,2,0,0,0,0,10,mexican
2,5,1,3,3,4,6,8,6,0,5,3,4,2,3,5,0,2,2,0,16,mexican
1,8,0,2,1,0,2,2,1,2,0,0,2,0,2,1,2,0,0,2,8,southern_us
0,2,0,1,1,3,4,3,2,1,1,1,3,0,1,1,1,1,0,0,4,southern_us
2,2,0,0,0,2,10,5,3,1,1,0,2,0,3,0,0,0,2,1,12,spanish
3,9,1,3,2,1,7,3,0,3,0,0,2,1,4,0,0,0,0,0,10,southern_us
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,southern_us
2,3,0,1,0,5,12,1,0,0,1,0,3,0,3,1,1,0,2,0,12,italian
0,3,0,0,1,1,1,1,1,1,0,0,2,0,1,1,1,0,0,0,4,japanese
0,1,2,2,0,0,5,1,19,0,9,8,1,0,1,5,0,4,1,0,6,chinese
7,2,0,1,0,1,11,3,1,0,3,2,1,0,6,1,0,0,2,1,10,greek
1,2,0,2,0,3,5,3,3,1,2,1,3,0,2,4,1,2,1,1,8,japanese
1,3,4,2,2,2,3,3,12,1,5,4,1,1,2,4,1,3,1,0,16,chinese
2,5,4,5,2,4,2,6,11,1,6,4,2,0,2,3,1,2,1,0,12,chinese
0,3,1,1,1,0,3,3,0,1,0,0,1,0,2,0,0,0,0,0,6,cajun_creole
1,7,0,2,1,0,2,0,0,1,0,0,0,0,2,0,0,0,0,1,8,southern_us
2,4,0,2,1,2,8,7,2,2,2,0,6,0,3,1,3,0,0,0,14,irish
0,4,1,0,0,1,0,1,0,2,0,1,0,4,0,0,0,0,0,0,4,brazilian
0,0,3,2,1,0,3,1,10,2,3,3,0,0,0,3,0,0,0,0,22,filipino
3,2,0,1,0,1,7,2,1,0,1,1,1,1,1,2,0,0,1,0,4,italian
4,2,0,4,0,1,10,1,3,0,1,1,1,0,4,1,1,1,6,0,12,greek
2,8,0,1,0,2,7,2,1,1,1,1,6,2,3,0,1,1,2,2,8,southern_us
3,5,0,5,2,2,5,3,6,3,1,1,3,1,5,1,3,0,3,2,16,chinese
1,2,1,6,2,3,3,17,2,0,3,2,1,3,3,3,0,0,2,0,16,mexican
4,4,1,2,0,3,16,5,0,1,0,0,4,1,3,0,1,0,1,1,8,italian
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,mexican
0,9,0,1,1,1,5,2,0,1,1,1,3,0,4,0,2,0,0,1,20,southern_us
2,4,1,3,2,3,5,6,3,0,3,1,3,1,2,2,0,1,2,0,8,mexican
0,0,0,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,10,moroccan
1,4,5,7,3,2,2,7,11,0,15,8,3,2,2,5,0,5,1,0,12,thai
1,6,1,6,1,4,5,17,3,0,5,4,2,3,1,5,0,0,3,0,12,mexican
1,6,1,2,4,4,6,5,3,1,2,1,9,1,4,2,2,1,1,0,16,cajun_creole
3,4,0,3,0,1,16,6,1,2,1,1,2,1,7,0,1,1,3,1,10,italian
0,4,0,3,0,0,1,3,1,1,0,1,1,0,1,0,1,1,0,1,10,southern_us
1,6,0,2,0,2,7,12,3,0,3,2,1,1,5,1,1,0,2,0,10,mexican
1,5,5,4,3,2,3,6,7,0,10,7,3,4,1,5,0,4,2,0,8,thai
3,3,1,2,1,2,11,2,1,2,1,0,1,0,5,1,0,0,1,1,12,italian
1,3,0,1,0,1,2,8,0,0,0,0,1,1,1,0,0,0,1,0,6,mexican
0,3,2,1,1,1,1,7,2,0,1,1,0,1,0,1,2,0,0,0,12,mexican
0,4,0,0,2,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,14,southern_us
4,4,1,5,1,8,9,9,1,0,2,1,3,3,6,2,1,0,9,1,12,moroccan
1,1,1,1,1,1,3,2,1,0,1,1,1,0,2,1,0,1,1,0,10,french
3,1,0,1,1,0,3,2,0,1,0,0,0,0,1,0,1,0,2,1,16,greek
0,3,2,0,1,0,3,2,0,1,0,0,1,1,2,0,1,0,0,1,8,filipino
1,8,0,2,1,0,2,2,1,2,0,0,2,0,2,1,2,0,0,2,6,southern_us
1,6,0,3,2,0,6,3,2,3,0,0,4,0,4,1,1,0,0,2,8,british
0,1,0,0,0,0,6,1,0,0,0,0,1,1,2,0,0,0,0,0,4,italian
1,2,1,3,1,1,6,2,0,1,0,0,2,1,2,0,0,0,0,0,8,italian
5,6,0,3,2,3,7,6,2,1,2,1,6,0,4,1,1,1,2,0,8,southern_us
1,7,0,1,1,0,4,2,1,2,0,0,1,0,3,1,1,0,0,1,16,southern_us
1,1,0,3,0,4,2,4,2,0,2,2,0,1,1,1,1,0,2,0,6,italian
0,5,1,1,2,2,1,4,1,1,0,0,4,1,1,0,1,0,0,0,12,southern_us
0,1,0,0,0,0,4,6,1,0,1,0,0,0,1,1,0,0,0,0,6,mexican
0,2,0,3,1,1,3,5,6,0,4,0,3,0,0,2,0,2,0,0,2,chinese
2,3,0,4,3,3,3,14,2,0,3,1,3,3,2,2,0,1,4,0,0,mexican
0,7,2,3,2,2,0,14,3,0,2,2,2,6,0,2,0,0,2,0,16,southern_us
0,6,2,11,1,3,6,10,2,1,3,2,3,0,5,5,3,0,6,1,10,mexican
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,irish
4,3,0,1,1,2,8,4,1,0,1,0,4,1,4,0,1,0,2,1,14,italian
0,0,4,3,2,0,1,7,5,0,3,3,0,0,0,2,0,2,0,0,10,filipino
1,1,0,1,0,1,2,12,0,0,0,0,1,1,1,0,0,0,1,0,2,mexican
1,5,1,0,2,2,3,1,1,2,0,0,1,1,4,1,1,0,0,1,6,southern_us
4,3,1,5,2,5,6,5,4,0,2,1,3,3,4,2,0,1,7,1,16,moroccan
2,1,0,1,1,0,5,2,3,0,2,0,1,0,1,0,0,0,1,0,8,chinese
1,5,0,2,0,1,4,5,0,2,0,0,4,0,2,0,2,0,1,0,18,french
2,3,2,3,1,2,3,5,5,0,7,12,0,2,1,6,0,3,1,1,12,vietnamese
3,4,0,3,1,5,7,2,1,2,1,0,3,1,3,1,2,0,3,1,12,spanish
2,5,0,3,1,3,11,4,2,5,0,0,3,0,7,0,2,0,3,4,12,italian
1,5,0,3,2,3,3,6,3,1,2,0,4,1,6,2,1,1,2,0,16,southern_us
1,3,0,1,0,0,2,5,1,1,0,0,2,0,2,1,2,0,0,2,6,mexican
2,2,0,1,0,2,14,3,1,0,1,1,2,0,2,0,0,0,1,1,6,italian
0,3,1,1,2,0,1,1,0,1,0,0,3,0,1,0,0,0,0,0,8,southern_us
0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,10,mexican
2,1,0,1,0,0,11,5,0,0,0,0,1,1,1,1,0,0,0,0,6,italian
0,1,0,1,0,1,4,1,0,0,0,0,0,6,0,1,0,0,0,0,0,brazilian
0,1,2,8,1,1,0,3,2,0,4,2,0,1,0,2,0,0,2,0,4,indian
3,2,1,2,0,1,13,5,1,1,0,0,1,0,0,0,0,0,0,0,2,italian
2,2,0,1,0,0,8,1,1,2,1,1,0,0,2,1,0,2,5,0,12,moroccan
2,5,4,12,2,2,5,7,12,0,13,11,2,0,2,3,0,2,4,0,6,vietnamese
8,3,2,4,0,2,9,7,2,1,2,0,4,1,2,0,1,1,2,1,6,greek
2,3,4,14,1,2,3,10,19,2,22,14,3,1,1,11,1,5,1,1,10,thai
1,0,3,2,0,0,5,5,8,0,4,5,0,0,0,5,0,8,0,0,14,korean
0,4,0,0,1,0,5,1,0,1,0,0,1,0,1,1,0,0,0,0,12,southern_us
4,2,0,2,0,2,12,2,1,1,1,1,2,1,4,1,1,1,2,1,10,italian
3,5,0,3,1,3,5,13,0,0,2,0,3,2,3,1,0,0,2,0,10,mexican
4,4,0,1,0,4,9,3,1,0,2,2,2,1,3,1,0,1,2,2,16,spanish
3,2,1,2,1,1,7,13,1,0,0,0,2,1,0,1,0,1,0,0,6,mexican
1,3,2,23,2,1,3,8,6,0,7,4,3,1,1,4,1,1,3,0,14,indian
0,6,1,6,1,1,7,5,16,1,6,6,2,0,2,3,1,7,2,0,8,chinese
3,7,0,10,3,3,7,8,3,0,6,4,3,3,2,4,0,1,5,0,6,indian
5,1,0,2,0,0,3,4,0,0,0,0,2,0,3,0,0,0,4,0,6,greek
2,6,1,3,2,1,3,13,2,1,2,1,2,1,2,2,1,0,3,1,10,mexican
3,5,0,1,1,4,12,2,3,1,0,0,4,1,8,0,2,0,0,0,24,italian
0,3,0,1,0,0,2,1,1,1,1,0,7,0,0,1,0,1,0,0,12,cajun_creole
2,3,2,4,0,1,2,22,1,0,2,1,3,1,0,2,0,0,3,0,18,mexican
0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,southern_us
0,4,0,1,0,2,4,1,0,1,0,0,2,0,4,0,1,0,0,1,8,southern_us
1,5,0,4,1,2,6,4,2,3,2,2,1,1,5,3,0,0,2,1,10,indian
0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,southern_us
0,3,2,1,1,1,1,3,6,0,3,3,2,1,1,9,0,5,0,0,12,japanese
0,2,0,0,0,0,3,0,6,1,1,1,0,0,1,3,0,4,2,0,16,korean
2,1,2,2,0,0,0,3,9,0,4,3,0,0,0,3,0,3,0,0,12,chinese
2,0,1,1,0,0,9,3,2,1,0,0,0,0,0,1,0,1,0,0,16,italian
1,9,1,4,2,1,3,3,2,4,0,0,1,0,3,2,4,0,2,3,4,irish
1,6,0,2,1,1,5,9,1,2,1,0,3,1,2,0,2,1,0,1,8,mexican
5,3,0,4,0,4,19,6,2,0,2,2,5,1,6,0,0,0,3,1,8,italian
3,6,3,8,5,2,6,8,15,0,7,8,2,3,1,7,0,5,4,0,16,chinese
0,2,4,5,0,0,0,3,8,0,10,6,1,0,0,3,0,4,0,0,10,thai
0,2,6,1,0,0,2,3,7,1,4,3,0,0,0,3,1,3,0,1,12,filipino
0,3,1,3,1,2,4,3,2,1,1,1,5,1,0,1,0,1,0,0,4,cajun_creole
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,indian
6,2,0,1,0,2,13,6,0,0,1,1,2,1,5,1,0,2,1,1,6,italian
3,4,1,7,0,3,8,6,5,0,4,3,4,0,5,1,1,1,4,1,6,italian
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,southern_us
1,1,0,0,1,1,11,2,0,1,0,0,2,0,4,0,1,0,0,0,12,italian
1,2,2,2,1,1,3,6,4,1,3,2,2,0,2,9,0,2,1,1,10,japanese
3,7,0,5,3,3,6,19,2,0,4,1,7,3,2,3,0,2,4,0,26,mexican
0,2,0,5,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,2,indian
3,8,1,7,3,3,8,11,12,2,6,5,5,1,5,6,1,3,4,0,8,thai
0,1,0,1,0,1,2,3,2,0,2,1,0,1,0,1,0,1,0,0,10,mexican
1,3,0,3,1,2,3,4,1,0,3,1,2,1,1,1,0,0,5,0,8,moroccan
2,3,0,1,1,2,4,2,0,0,0,0,3,1,5,0,4,0,3,1,12,irish
3,4,0,6,2,2,8,7,4,1,4,2,4,1,2,2,1,1,4,2,12,indian
1,4,0,0,0,1,4,7,3,1,1,1,0,0,3,0,0,0,0,0,4,southern_us
3,8,0,3,3,4,5,14,1,2,1,0,5,4,4,1,2,0,2,1,12,mexican
0,3,0,0,0,0,11,2,0,0,0,0,0,1,2,0,0,0,0,0,6,italian
2,13,1,2,1,4,5,7,3,1,3,1,11,0,5,2,1,1,1,1,20,southern_us
2,1,0,0,1,3,4,3,0,0,0,0,1,0,4,0,0,0,1,0,2,spanish
1,0,3,15,0,2,4,4,6,1,4,2,1,1,1,6,0,3,1,1,16,indian
2,4,0,2,0,1,6,14,2,0,2,2,2,1,3,1,0,0,1,0,4,mexican
5,4,0,0,0,0,5,2,0,1,1,0,1,0,1,0,0,0,1,0,6,greek
2,4,0,2,0,4,7,4,1,0,0,0,6,2,3,0,1,0,1,0,6,cajun_creole
3,4,1,0,0,2,14,5,3,0,1,1,2,1,3,1,1,0,2,1,16,italian
1,2,0,2,2,0,7,1,0,0,0,0,2,1,2,0,1,0,0,0,16,italian
0,1,1,1,1,0,2,0,2,0,3,2,0,1,0,1,0,0,0,0,12,brazilian
2,1,0,4,0,1,3,3,1,0,2,1,0,1,0,2,0,0,2,0,6,moroccan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,moroccan
0,1,0,0,0,0,5,2,0,0,0,0,0,0,4,0,0,0,0,0,8,french
2,4,1,2,1,4,6,12,3,0,2,1,2,1,4,3,3,1,2,1,6,mexican
0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,brazilian
1,6,0,0,1,1,5,4,0,0,0,0,2,1,1,0,0,0,0,0,10,southern_us
2,3,0,2,0,2,5,13,5,0,4,3,2,1,3,2,0,1,2,0,6,mexican
2,3,2,5,1,2,11,8,11,0,12,6,1,2,5,7,0,4,3,0,10,thai
1,1,1,2,1,1,1,5,15,1,4,4,1,0,1,2,1,3,0,0,12,chinese
2,2,0,1,0,3,9,7,1,1,1,1,1,1,2,1,0,0,1,0,14,italian
0,1,0,2,3,1,1,1,0,0,2,0,3,1,2,0,1,0,0,0,12,jamaican
1,4,0,1,0,1,6,11,2,1,2,1,3,1,1,0,1,1,0,1,0,mexican
1,4,7,9,2,2,3,10,16,0,10,11,2,3,4,6,0,5,4,0,10,vietnamese
0,3,3,1,1,0,0,2,3,0,3,1,0,1,0,1,0,0,0,0,4,filipino
2,5,3,10,6,2,2,4,3,1,5,4,2,2,2,4,0,2,2,0,12,jamaican
0,2,3,4,1,0,1,1,14,0,5,3,1,0,1,5,0,1,0,0,2,chinese
0,2,3,4,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,12,filipino
1,1,1,1,1,1,3,10,1,0,1,1,3,0,1,1,0,1,1,0,2,mexican
1,1,0,0,0,1,4,1,0,0,1,1,1,0,1,0,0,0,0,0,14,italian
0,8,0,0,2,0,2,3,1,2,1,1,4,0,2,1,2,1,0,1,4,cajun_creole
3,8,0,0,2,4,9,7,4,1,1,2,11,0,6,1,1,1,0,1,12,cajun_creole
0,3,0,2,0,2,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,southern_us
0,3,2,3,1,1,2,4,10,0,7,5,1,1,0,3,0,2,0,0,6,thai
0,2,0,22,1,1,0,4,3,0,5,3,0,1,1,6,0,0,4,0,14,indian
0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,10,mexican
9,3,0,4,1,2,5,6,4,0,2,1,2,0,2,2,0,1,2,1,16,greek
0,5,1,2,1,1,2,5,1,0,1,1,2,2,3,1,1,1,0,0,8,cajun_creole
2,5,1,1,3,2,10,6,2,2,1,1,2,1,5,1,3,1,1,1,22,italian
1,3,0,12,0,1,2,5,1,0,2,1,1,1,3,3,1,0,2,0,8,indian
0,2,0,1,1,1,5,6,1,0,4,2,0,1,3,1,0,0,1,0,10,french
2,5,0,1,0,3,6,4,1,0,0,0,2,1,2,1,0,0,0,0,14,brazilian
1,1,1,1,1,1,1,2,5,0,1,1,1,0,1,5,0,3,1,0,6,japanese
3,8,0,7,1,0,8,6,2,4,0,1,3,0,4,1,3,0,0,3,14,indian
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,jamaican
2,2,0,0,0,0,9,6,1,1,1,1,2,0,2,0,0,0,0,0,4,italian
1,3,1,5,1,3,2,6,2,0,3,1,2,2,1,3,0,1,6,0,14,moroccan
1,3,4,4,1,2,6,3,17,1,9,5,5,0,3,6,1,3,0,0,14,chinese
2,4,0,2,1,2,9,4,1,1,1,0,4,1,10,0,1,0,2,1,8,french
1,4,1,4,5,0,10,5,3,2,2,2,1,2,3,2,0,1,2,0,10,italian
1,1,0,1,0,0,2,14,0,1,0,0,1,0,1,0,1,0,0,1,6,mexican
3,3,1,3,1,4,8,3,1,1,1,0,3,1,3,1,1,0,3,1,14,spanish
2,1,0,1,0,0,8,2,0,0,0,0,0,0,0,1,0,0,0,0,6,italian
1,7,1,2,2,1,8,4,1,2,0,0,5,0,4,0,1,0,0,1,8,filipino
1,1,0,1,0,1,10,2,0,1,0,0,1,1,1,0,1,0,1,1,2,italian
0,2,0,1,0,1,4,12,1,0,1,1,1,1,0,1,0,0,1,0,0,mexican
2,4,0,3,1,6,11,3,4,1,2,2,4,0,4,2,2,0,1,0,10,italian
0,3,2,2,0,0,1,3,13,0,3,3,0,0,2,2,0,3,0,0,10,chinese
3,2,1,1,1,1,13,6,3,0,2,2,2,0,3,1,0,0,1,0,6,italian
2,1,1,2,0,1,5,9,2,0,1,1,1,2,1,1,0,0,1,0,10,mexican
1,4,4,4,3,2,4,3,8,1,4,4,3,2,2,8,1,5,1,0,16,japanese
0,0,0,1,0,0,5,0,2,0,1,0,0,0,0,1,0,0,0,0,6,italian
4,2,1,2,0,2,12,3,1,1,1,1,3,1,4,1,1,1,1,1,18,italian
0,3,0,1,0,1,4,2,1,0,1,1,3,1,4,0,1,1,0,0,12,cajun_creole
0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,spanish
0,12,0,0,0,0,1,1,0,0,0,0,1,0,3,0,0,0,0,0,10,southern_us
2,5,0,2,2,0,3,4,1,3,0,0,2,0,3,1,2,0,1,2,12,irish
0,0,0,0,0,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,8,french
1,4,0,2,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,10,southern_us
1,2,0,0,0,1,6,1,1,0,0,0,1,1,2,0,0,0,1,1,6,italian
0,1,0,0,0,3,6,1,0,0,0,1,0,0,2,0,0,0,0,0,4,italian
0,6,0,3,5,1,3,4,1,1,1,2,2,0,3,1,1,0,1,0,6,jamaican
2,4,1,10,2,2,2,3,4,1,3,2,0,1,3,4,1,1,4,0,6,indian
1,3,0,11,0,0,2,2,2,0,2,0,0,0,0,5,0,1,1,0,10,indian
1,5,0,2,0,0,6,6,1,1,0,0,3,0,3,3,2,0,0,1,12,italian
1,3,1,2,0,1,10,4,2,0,2,2,1,1,6,1,0,0,0,0,14,french
1,4,3,2,2,4,4,19,3,0,2,2,1,2,3,2,0,0,2,0,14,mexican
1,3,0,11,2,1,3,4,1,0,3,2,1,1,0,3,0,1,3,0,10,indian
1,1,1,1,1,1,1,4,1,0,1,1,1,0,1,1,0,0,1,0,0,mexican
